,Quote,Link
6000,Premier Vinyl,https://www.moneycontrol.com/india/stockpricequote/plastics/premiervinylflooring/PVF
6001,Premium Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/premiumcapitalmarketinvestments/PCM02
6002,Premium Ind,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/premiumindustriesi/PII02
6003,Premium Int,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/premiuminternationalfinance/PIF01
6004,Premkutir Estat,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/premkutirestatesproperties/PEP01
6005,Prerna Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prernainfrabuild/PF08
6006,Presha Metall,https://www.moneycontrol.com/india/stockpricequote/miningminerals/preshametallurgical/JM01
6007,Presidency Shoe,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/presidencyshoeinternational/PSI02
6008,Pressman Advt,https://www.moneycontrol.com/india/stockpricequote/pressmanadvt/pressmanadvertising/NF07
6009,Pressure Sentiv,https://www.moneycontrol.com/india/stockpricequote/plastics/pressuresensitivesystems/PSS
6010,Prestige Estate,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02
6011,Prestige Foods,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/prestigefoods/PF05
6012,Prestige HM Pol,https://www.moneycontrol.com/india/stockpricequote/packaging/prestigehmpolycontainers/PHM
6013,Presto Finance ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prestofinance/PFL01
6014,Pretto Leather,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/prettoleatherindustries/PLI01
6015,Prevest Denpro,https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/prevestdenpro/PD10
6016,Preyanshu Expo,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/preyanshuexports/PE03
6017,Preyanshu Ind,https://www.moneycontrol.com/india/stockpricequote/packaging/preyanshuindustries/PI21
6018,Pricol,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pricol/P9
6019,Pricol - RE,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pricolre/PR
6020,Prima Agro,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/primaagroproducts/PAP01
6021,Prima Ind,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/primaindustries/PI27
6022,Prima Plastics,https://www.moneycontrol.com/india/stockpricequote/plastics/primaplastics/PP21
6023,Prime Capital,https://www.moneycontrol.com/india/stockpricequote/financegeneral/primecapitalmarket/PCM04
6024,Prime Focus,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/primefocus/PF13
6025,Prime Fresh,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/primefresh/PCS04
6026,Prime Industrie,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/primeindustries/PI22
6027,Prime Metals,https://www.moneycontrol.com/india/stockpricequote/miningminerals/primemetals/PML01
6028,Prime Petro,https://www.moneycontrol.com/india/stockpricequote/plastics/primepetroproducts/PPP01
6029,Prime Property,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/primepropertydevelopmentcorporation/PPD
6030,Prime Sec,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/primesecurities/PS
6031,Prime Solvent,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/primesolventextractions/PSE02
6032,Prime Tea Plant,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/primeteaplantationindustries/PTP
6033,Prime Urban Dev,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/primeurbandevelopmentindia/PT10
6034,Primus Chemical,https://www.moneycontrol.com/india/stockpricequote/chemicals/primuschemicals/PC11
6035,Prince Pipes,https://www.moneycontrol.com/india/stockpricequote/plasticstubespipeshosesfittings/princepipesfittings/PPF
6036,Prism Finance,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/prismfinance/PF10
6037,Prism Info,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/prisminformatics/AH05
6038,Prism Johnson,https://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC
6039,Prism Medico,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prismmedicopharmacy/WMC01
6040,Prism Mills Ltd,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/prismmills/PML
6041,Prismx Global,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prismxglobalventureslimited/KFC
6042,PRISMX-RE,https://www.moneycontrol.com/india/stockpricequote/metalscastingsforgings/prismxglobalventuresre/PGV
6043,Prithvi Exc,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/prithviexchangeindia/PS14
6044,Prithvi Info,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/prithviinformationsolutions/PIS01
6045,Priti Internati,https://www.moneycontrol.com/india/stockpricequote/diversified/pritiinternational/PI43
6046,Pritika Auto,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pritikaautoindustries/SME02
6047,Pritish Nandy,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pritishnandycommunications/PNC
6048,Privi Special,https://www.moneycontrol.com/india/stockpricequote/chemicals/privispecialitychemicals/HKF
6049,Priya Limited,https://www.moneycontrol.com/india/stockpricequote/trading/priya/PDC01
6050,Priyadarsh Fabs,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/priyadarshinifabs/PFL02
6051,Priyadarshini,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/priyadarshinispinningmills/PSM03
6052,Priyanka Udyog ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/priyankaudyog/PUL
6053,PRO CLB GLOBAL,https://www.moneycontrol.com/india/stockpricequote/proclbglobal/proclbglobal/PS17
6054,Pro Fin Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/profincapitalservices/PFC
6055,Procal Electron,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/procalelectronics/PE04
6056,Procter&Gamble,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12
6057,Prof Diamonds,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/professionaldiamonds/PD01
6058,Professional Ci,https://www.moneycontrol.com/india/stockpricequote/electricals/professionalcircuitboards/PCB02
6059,Progress Steel,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/progressivesteelsindia/PSI03
6060,Progressive Met,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/progressivemetalformingleasing/PMF
6061,Progrex Venture,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/progrexventures/PEE
6062,Prolife Industr,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prolifeindustries/PI42
6063,Proline Soft,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/prolinesoftwarefinance/PSF01
6064,Promact Impex,https://www.moneycontrol.com/india/stockpricequote/packaging/promactimpex/PP23
6065,Promax Power,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/promaxpower/PP32
6066,Prosoft Systems,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/prosoftsystems/PS10
6067,Protchem Ind,https://www.moneycontrol.com/india/stockpricequote/chemicals/protchemindustriesindia/PII01
6068,Protech Circuit,https://www.moneycontrol.com/india/stockpricequote/electricequipment/protechcircuitbreakers/PCB03
6069,Protech Electro,https://www.moneycontrol.com/india/stockpricequote/electricequipment/protechelectromech/PEL01
6070,Protech Switchg,https://www.moneycontrol.com/india/stockpricequote/electricequipment/protechswitchgears/PSL02
6071,Protochem,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/protochem/P06
6072,Provogue,https://www.moneycontrol.com/india/stockpricequote/retail/provogueindia/PI31
6073,Prozone Intu,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prozoneintuproperties/PCS03
6074,Prudent Advisor,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/prudentcorporateadvisoryservices/PCA01
6075,Prudent Sugar,https://www.moneycontrol.com/india/stockpricequote/sugar/prudentsugarcorporation/PSC02
6076,Prudential Cap,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prudentialcapitalmarkets/PCM03
6077,Prudential Poly,https://www.moneycontrol.com/india/stockpricequote/packaging/prudentialpolywebs/PP24
6078,Prudential Sec,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prudentialstocksecurities/PSS02
6079,Prudential Sri ,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/prudentialsrijagannathagrotech/PSJ
6080,Prudential Stk,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/prudentialstockbrokingservices/PSB01
6081,Prudential Sug,https://www.moneycontrol.com/india/stockpricequote/sugar/prudentialsugarcorporation/PSC01
6082,PS IT Infra,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/psitinfrastructureservices/PSI04
6083,PSI Data System,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/psidatasystems/PSI
6084,PSL,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/psl/PSL
6085,PSP Projects,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pspprojects/PP26
6086,PTC India,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
6087,PTC India Fin,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ptcindiafinancialservices/PIF02
6088,PTC Industries,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/ptcindustries/PTC03
6089,PTL Enterprises,https://www.moneycontrol.com/india/stockpricequote/tyres/ptlenterprises/PTL06
6090,Pudumjee Ind,https://www.moneycontrol.com/india/stockpricequote/paper/3plandholdings/PI36
6091,Pudumjee Paper ,https://www.moneycontrol.com/india/stockpricequote/paper/pudumjeepaperproductslimited/PPP04
6092,Pulsar Intl,https://www.moneycontrol.com/india/stockpricequote/financegeneral/pulsarinternational/PI01
6093,Pulz Electronic,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pulzelectronics/PE09
6094,Punctual Trad,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/punctualtrading/PTL02
6095,Punit Comm,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/punitcommercials/PCL
6096,Punj Alkalies,https://www.moneycontrol.com/india/stockpricequote/chemicals/punjabalkalieschemicals/PAC01
6097,Punj Anand Lamp,https://www.moneycontrol.com/india/stockpricequote/electricals/punjabanandlampindustries/PAL
6098,Punj Comm,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/punjabcommunications/PC14
6099,Punj Fibres,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/punjabfibres/PF06
6100,Punj Lloyd,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/punjlloyd/PL9
6101,Punj Nat Fert,https://www.moneycontrol.com/india/stockpricequote/fertilisers/punjabnationalfertilizerschemicals/PNF
6102,Punj Power,https://www.moneycontrol.com/india/stockpricequote/electricequipment/punjabpowergenerationmachines/PPG
6103,Punj Tractors,https://www.moneycontrol.com/india/stockpricequote/autotractors/punjabtractors/PT01
6104,Punj Wireless,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/punjabwirelesssystems/PWS
6105,Punj Woolcomber,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/punjabwoolcombers/PW
6106,Punjab & Sind,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabsindbank/PSB
6107,Punjab Chemical,https://www.moneycontrol.com/india/stockpricequote/chemicals/punjabchemicalscropprotection/PCC03
6108,Punjab Iron,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/punjabironsteelco/PIS
6109,Punjab Lease,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/punjableasefinancing/PLF03
6110,Punsumi Foils,https://www.moneycontrol.com/india/stockpricequote/electricals/punsumifoilscomponents/PFC01
6111,Punsumi India,https://www.moneycontrol.com/india/stockpricequote/electricals/punsumiindia/PI23
6112,Puravankara,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/puravankara/PP01
6113,Purity Flex Pac,https://www.moneycontrol.com/india/stockpricequote/packaging/purityflexpack/PFP01
6114,Purohit Constr,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/purohitconstruction/PC22
6115,Purple Entertai,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/purpleentertainment/PE10
6116,Purshottam Invt,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/purshottaminvestofin/PI39
6117,Purvi Electroni,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/purvielectronics/PE05
6118,Pushpanjali Flo,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pushpanjalifloriculture/PF11
6119,Pushpanjali Rea,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/pushpanjalirealmsinfratech/PRI01
6120,Pushpsons Ind,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/pushpsonsindustries/PIL03
6121,PVP Ventures,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pvpventures/PVP
6122,PVR,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR
6123,PVV Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/pvvinfra/TI33
6124,Pyramid Saimira,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pyramidsaimiratheatre/PST01
6125,Pyxis Finvest,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pyxisfinvest/BF01
6126,Pyxis Techno,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pyxistechnosolutions/PTS
6127,QGO Finance Lim,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/qgofinancelimited/PC21
6128,QNIFTY,https://www.moneycontrol.com/india/stockpricequote/qnifty/quantumnifty50etf/QIF
6129,Quadpro ITeS,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/quadproites/QI01
6130,Quadrant Tele,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/quadrantteleventures/HFC01
6131,Qualitron Compo,https://www.moneycontrol.com/india/stockpricequote/electricals/qualitroncomponents/QCL
6132,Quality Index,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbsequalityindex/SPB47
6133,Quality Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/qualitypharmaceuticals/QP
6134,Quality RO,https://www.moneycontrol.com/india/stockpricequote/diversified/qualityroindustries/QRI
6135,Quality Steel,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/qualitysteelforgings/QSF
6136,Quantum Build,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/quantumbuildtech/QBT
6137,Quantum Digital,https://www.moneycontrol.com/india/stockpricequote/packaging/quantumdigitalvision/QDV
6138,Quantum Gold,https://www.moneycontrol.com/india/stockpricequote/quantumgold/quantumgoldfundexchangetradedfundetf/QGF
6139,Quantum Softech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/quantumsoftech/QS
6140,Quasar India,https://www.moneycontrol.com/india/stockpricequote/trading/quasarindia/QI
6141,Quess Corp,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC
6142,Quest Capital,https://www.moneycontrol.com/india/stockpricequote/questcapital/questcapitalmarkets/BNK
6143,Quest Financial,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/questfinancialservices/QFS
6144,Quest Softech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/questsoftech/QS02
